"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"m7615eOlc1ipGhMqSQwhp1rQJvpYYYgpQ4zH6rFPbo=","m7615eOlc1ipGhMqSQwhp1rQJvpYYYgpQ4zH6rFPbo=","m7615eOlc1ipGhMqSQwhp1rQJvpYYYgpQ4zH6rFPbo=","油尖旺, 香港","","","3","77","2018-02-23","zh-cn"
"77769365","UJHUHG","FACZDcz","Pennsylvania, USA","艳阳天","","20414","11165","2009-09-27","zh-cn"
"898510667044487168","cicida","5ST8qk0yEa2NM9R","","","","0","34","2017-08-18","ru"
"qTL+dMgpDmsOSD37podXB3PhBQoI35EUDVw6CPWo=","qTL+dMgpDmsOSD37podXB3PhBQoI35EUDVw6CPWo=","qTL+dMgpDmsOSD37podXB3PhBQoI35EUDVw6CPWo=","","","","1","2","2017-08-16","zh-cn"
"e7NU0+z7PopcH79Yg++htske2Ke5RBcNSLfDkyhhFVw=","e7NU0+z7PopcH79Yg++htske2Ke5RBcNSLfDkyhhFVw=","e7NU0+z7PopcH79Yg++htske2Ke5RBcNSLfDkyhhFVw=","Melilla","Lo que las aseguradoras no te cuentan....","http://t.co/0Ipz4ZBw","157","509","2012-12-14","es"
"262149780","윤미연","redfearnemer","용인","83년생이구여~
결혼1년차 주부에요ㅋ","","17861","118","2011-03-07","zh-cn"
"17480774","lapliniro1988","lapliniro1988","Stokdijkhof, Westland","lapliniro1988","","22548","660","2008-11-19","zh-cn"
"912171517076807680","金钥匙","oksananikolenk5","","","","0","2","2017-09-25","zh-cn"
"fIZMJhYbZUN2zilwS2RzJh6ebtNUY3rzIw9W8ADMX8=","fIZMJhYbZUN2zilwS2RzJh6ebtNUY3rzIw9W8ADMX8=","fIZMJhYbZUN2zilwS2RzJh6ebtNUY3rzIw9W8ADMX8=","","sou um garoto  muito   legal extrovertido  de  bem  com a  vida e  procuro sempre  fazer  novas amizades !","","145","1023","2012-04-16","zh-cn"
"902781700886982656","Richard","smGSQe4718gA2S0","","","","0","39","2017-08-30","zh-cn"
"769790067183190016","阿丽木琴","SamanthxBerg","","我是一个小小的石头","","13468","14606","2016-08-28","zh-CN"
"b1vLdYkGSmKWl3id22eghOHQEwdg45V7t4ANNHdsyy4=","b1vLdYkGSmKWl3id22eghOHQEwdg45V7t4ANNHdsyy4=","b1vLdYkGSmKWl3id22eghOHQEwdg45V7t4ANNHdsyy4=","","JUEGA & GANA DINERO","","1564","1939","2013-10-28","es"
"swtHpa49Zcmsb6pst5Hcn64ifwPSR5fZp0L8QIqOFf0=","swtHpa49Zcmsb6pst5Hcn64ifwPSR5fZp0L8QIqOFf0=","swtHpa49Zcmsb6pst5Hcn64ifwPSR5fZp0L8QIqOFf0=","","","","1","33","2017-08-30","zh-cn"
"Kmto+XqJ6hcowk0GvAGVEasNxHUW11beLphANrm3uhE=","Kmto+XqJ6hcowk0GvAGVEasNxHUW11beLphANrm3uhE=","Kmto+XqJ6hcowk0GvAGVEasNxHUW11beLphANrm3uhE=","","","","9","178","2017-10-17","zh-cn"
"XhH8bQfMIJTbRrkR24RcMYz2ozqBydJ+UGHaSrhQ=","XhH8bQfMIJTbRrkR24RcMYz2ozqBydJ+UGHaSrhQ=","XhH8bQfMIJTbRrkR24RcMYz2ozqBydJ+UGHaSrhQ=","LaGrange, OH","Kent state alumni","","48","9","2016-07-30","zh-cn"
"747308097648005124","mark joy","klementinafomi3","中华人民共和国","这个人很懒","","52136","59","2016-06-27","zh-cn"
"15672616","春风十里","DysonYvonne1993","Atlanta, GA","DysonYvonne1993","","24442","9956","2008-07-31","zh-cn"
"Q1monqLaU+OA37Qcdirfrbfx5iQnPjcFSQLmNzmEDng=","Q1monqLaU+OA37Qcdirfrbfx5iQnPjcFSQLmNzmEDng=","Q1monqLaU+OA37Qcdirfrbfx5iQnPjcFSQLmNzmEDng=","Moose Creek, AK","قروب : #اسياد_الترند⁩ ، لرفع التاقات, بادارة @1lMI1  , #منصور_النصر_اسد_الترند","","17","18","2017-08-30","zh-cn"
"913223690317316096","孟婆卖萌不卖汤","homerbros7780","","孟婆不仅会煮汤，还会各种美食哦！","","76718","163","2017-09-28","zh-cn"
"1100692047449735169","梦屿千寻","syring00706","","","","0","0","2019-02-27","zh-cn"
"898515550376218624","加羿里子","7dK3VhzuNIRJqCY","","","","0","49","2017-08-18","zh-cn"
"898510599424016384","gigi","a5m5r1zgjbMa6bS","","","","0","27","2017-08-18","ru"
"902781256970248192","Louis","tzBoTQ3bkNFmAVu","","","","0","26","2017-08-30","zh-cn"
"747100215983890432","一念永恒","fedorovenei90","","","","15398","21","2016-06-26","zh-cn"
"MTHdJqXhMV4KO+krV3yInuQRn7bR22399oMFPilz5K4=","MTHdJqXhMV4KO+krV3yInuQRn7bR22399oMFPilz5K4=","MTHdJqXhMV4KO+krV3yInuQRn7bR22399oMFPilz5K4=","","","","2","55","2017-08-30","zh-cn"
"orxBeFUh4jKurIU76RHp9pJEsxiLHA1k6i4u0aCGUk=","orxBeFUh4jKurIU76RHp9pJEsxiLHA1k6i4u0aCGUk=","orxBeFUh4jKurIU76RHp9pJEsxiLHA1k6i4u0aCGUk=","","","","2","50","2017-08-30","zh-cn"
"898519239056818177","云淡风轻","6M7Xx7Bokzjf4wV","","","","0","17","2017-08-18","zh-cn"
"4585780421","connor","connorlisss","California, USA","美好的一天，从一句温馨的话开始！","","29549","66","2015-12-24","zh-cn"
"898578775713165313","sawkd","ITO8EI21bqWzkVs","","","","0","21","2017-08-18","zh-cn"
"902818169936646144","娜娜","al3sk37VCTNv7o6","","","","0","46","2017-08-30","zh-cn"
"902781190289141765","Henry","nzjMr09oWAFj1N0","","","","0","44","2017-08-30","zh-cn"
"iLfD91kqdtqTTHWFYL2TEkKCPGjOIAi3wpCE3i0Vs=","iLfD91kqdtqTTHWFYL2TEkKCPGjOIAi3wpCE3i0Vs=","iLfD91kqdtqTTHWFYL2TEkKCPGjOIAi3wpCE3i0Vs=","","","","2","11","2017-09-23","zh-CN"
"30066098","Spilolo","lydspilolo","Iceland #Motivation","Feel gratitude towards yourself first. It will motivate you in the right direction.","","17694","2048","2009-04-09","zh-cn"
"747288937899556866","猎鹰","zvenislavasave2","","","","24058","38","2016-06-27","zh-cn"
"902780273884049413","Kris","41rRjTgZfuGMxNz","","","","0","44","2017-08-30","zh-cn"
"930561360349487104","lovebaby!!!!","elizabe97647185","Santa Monica, CA","🧐","","0","10","2017-11-14","zh-cn"
"747326172028035072","Kimis K","geliankapustin3","","","","23989","26","2016-06-27","zh-cn"
"920821087440482304","清风徐来","Trina31Owens","深圳","我是一介草民，但我也有的志向，努力永远没有错的！","","93490","47","2017-10-19","zh-cn"
"tar9dpTGI0gfU7koAH0iMkMvSn00kJOg2JjJZObDHqs=","tar9dpTGI0gfU7koAH0iMkMvSn00kJOg2JjJZObDHqs=","tar9dpTGI0gfU7koAH0iMkMvSn00kJOg2JjJZObDHqs=","Gilbert, AZ","","","7","18","2009-09-11","en"
"2498858204","glinapld0","glinapld0","Dallas, OR","Health is priceness","","27352","381","2014-05-16","en"
"756314835927830528","大米","milanakudryavc1","","","","46017","22","2016-07-22","zh-cn"
"983557263251165185","一米阳光","Anderso_baby","","","","30080","13","2018-04-10","zh-cn"
"UFUzGwoy7fCNSDdnCej80zKaya1dTuSfIBODBsjbfUc=","UFUzGwoy7fCNSDdnCej80zKaya1dTuSfIBODBsjbfUc=","UFUzGwoy7fCNSDdnCej80zKaya1dTuSfIBODBsjbfUc=","","","","8","54","2017-08-30","zh-cn"
"zTe7dg9+T1p0zDFBdE4Dos7nDO2e8TNVxGlNDDMPUY=","zTe7dg9+T1p0zDFBdE4Dos7nDO2e8TNVxGlNDDMPUY=","zTe7dg9+T1p0zDFBdE4Dos7nDO2e8TNVxGlNDDMPUY=","","","","1","0","2017-11-04","zh-cn"
"W8p+9rcodeTsTUcwjGDN0fflucRtDy5fcQiTi1P+OGU=","W8p+9rcodeTsTUcwjGDN0fflucRtDy5fcQiTi1P+OGU=","W8p+9rcodeTsTUcwjGDN0fflucRtDy5fcQiTi1P+OGU=","","","","4","9","2017-09-21","zh-cn"
"fvuhCl4KdWzZHmhMF511ZwtGctZeeGVbemJ1f7ZaPec=","fvuhCl4KdWzZHmhMF511ZwtGctZeeGVbemJ1f7ZaPec=","fvuhCl4KdWzZHmhMF511ZwtGctZeeGVbemJ1f7ZaPec=","","","","44","250","2017-09-19","zh-cn"
"926280172281778177","jiangwei","jiangwei1211","","","","0","5","2017-11-03","zh-cn"
"379225330","👀","whytravels","","","","15749","2346","2011-09-24","en"
"983557999125024769","美美庭","Rodrigu14132402","","","","76750","11","2018-04-10","zh-cn"
"898580477698768896","李鬼","tagmWqzHUZZ34G7","","","","0","46","2017-08-18","zh-cn"
"Eooty1ohqdpgg6gmLqYp2CrXOBiUnzJXgaRiZEWWyk=","Eooty1ohqdpgg6gmLqYp2CrXOBiUnzJXgaRiZEWWyk=","Eooty1ohqdpgg6gmLqYp2CrXOBiUnzJXgaRiZEWWyk=","","","","7","58","2017-08-30","zh-cn"
"iyBXo29UK3I4fpjuOsZN7FUN0F0neuApKGW+R0kudh4=","iyBXo29UK3I4fpjuOsZN7FUN0F0neuApKGW+R0kudh4=","iyBXo29UK3I4fpjuOsZN7FUN0F0neuApKGW+R0kudh4=","Moscow","Актёр  # 10 лет","","5","0","2015-11-17","en"
"898579733813895168","丽丽","yIJbQobyuIvni5E","","","","0","32","2017-08-18","zh-cn"
"921011661409886210","weixixi","fulai45fulai","","","","0","0","2017-10-19","zh-cn"
"vqpGIHMOYBceQVnT+WcoXyKdeJFs2EyQLnLV5n2PZE=","vqpGIHMOYBceQVnT+WcoXyKdeJFs2EyQLnLV5n2PZE=","vqpGIHMOYBceQVnT+WcoXyKdeJFs2EyQLnLV5n2PZE=","Berlin, Germany","","","307","111","2018-07-13","en"
"1124196389389524992","Dara Wild","DaraWild","","","","0","0","2019-05-03","en"
"325103066","爱德森","ardansuweb","Bakersfield, CA","Ardansu World","","11423","195","2011-06-27","zh-cn"
"1963028330","dalotbaba","dalotbaba22","California, USA","dalotbaba","","17746","13","2013-10-15","zh-cn"
"898515901443657728","啊呀康乃","rNuh5VIuaOMIwj5","","","","0","24","2017-08-18","zh-cn"
"902782984079761408","Jeff","Skkj8hZfRl8IJ20","","","","0","19","2017-08-30","zh-cn"
"2205003817","angelita1opra","angelita1opra","Oak Park, IL","follow me and I'll follow back 100%","","31090","1989","2013-11-20","zh-cn"
"tE59KqZDhHjXg69dJdyyFZZiQPfnUeXrSTBNtnpQ8ak=","tE59KqZDhHjXg69dJdyyFZZiQPfnUeXrSTBNtnpQ8ak=","tE59KqZDhHjXg69dJdyyFZZiQPfnUeXrSTBNtnpQ8ak=","","","","18","25","2018-07-13","zh-cn"
"902780388539592704","Joseph","PC41NYsPXh17Aja","","","","0","12","2017-08-30","zh-cn"
"898516997390184448","文俊","jCyz0AN1bLHaLM4","","","","0","32","2017-08-18","zh-cn"
"1071824625732997125","RandyBetancourt73156","betancourt73156","Los Angeles, CA","Thinker. Evil tvaholic. Alcohol aficionado. Extreme food specialist. Coffee ninja. Introvert.","","0","0","2018-12-09","en"
"898584560786702336","立方","cWYMxpu5TFuRV3k","","","","0","39","2017-08-18","zh-cn"
"1305947982","Karyn Whisenhunt","WhisenhuntbupKa","","","","0","0","2013-03-26","en"
"2YW4CnWp0Lk9nLYge6olJh7bW64m1eYu3IE4B3Ip60=","2YW4CnWp0Lk9nLYge6olJh7bW64m1eYu3IE4B3Ip60=","2YW4CnWp0Lk9nLYge6olJh7bW64m1eYu3IE4B3Ip60=","","","","1","36","2017-08-30","zh-cn"
"924650710855163904","huangshlan","huangshlan","","","","0","0","2017-10-29","zh-cn"
"nXJwGmcG71Ho3srqnXTSnyEokZXke8tkdISrrycI=","nXJwGmcG71Ho3srqnXTSnyEokZXke8tkdISrrycI=","nXJwGmcG71Ho3srqnXTSnyEokZXke8tkdISrrycI=","Madrid","Descubre lo que las aseguradoras no te revelan...","http://t.co/x5Ctw87c","149","354","2012-12-14","es"
"1072442746676293632","Щербакова Медведева","oRPRLCXie4JvwPJ","Moscow, Russia","Пуля - это крайняя мера","","0","0","2018-12-11","en"
"902781358757605379","Peter","qXiKTyu8qrXg9f7","","","","0","74","2017-08-30","zh-cn"
"923386511961219074","@wangxs615","wangxs6151","","","","0","2","2017-10-26","zh-cn"
"0jFZp2sQdCYj8hUveyN4Llxe2UvFbQgTqxaymZihMM0=","0jFZp2sQdCYj8hUveyN4Llxe2UvFbQgTqxaymZihMM0=","0jFZp2sQdCYj8hUveyN4Llxe2UvFbQgTqxaymZihMM0=","","","","1","4","2017-11-05","zh-cn"
"QVr+qYj7OTUbWgxNe8gbFgqkfnPKR6KZQFkt3pOmA=","QVr+qYj7OTUbWgxNe8gbFgqkfnPKR6KZQFkt3pOmA=","QVr+qYj7OTUbWgxNe8gbFgqkfnPKR6KZQFkt3pOmA=","","Gratis! , Americano te revela 100% en español como hacer 
que tu negocio despegue de una vez por todas! Descubrelo Aqui  http://t.co/rO5EErfs7a","","109","11","2014-03-10","es"
"zUYLV5kPQGR2yHFKwlCuWrbQjMn6y8C0vUt1g+5CG9M=","zUYLV5kPQGR2yHFKwlCuWrbQjMn6y8C0vUt1g+5CG9M=","zUYLV5kPQGR2yHFKwlCuWrbQjMn6y8C0vUt1g+5CG9M=","","","","5","70","2017-09-19","zh-cn"
"2qbayrORywId+83MjVmEROG+KjmOyTuzpp6g0RkYb8=","2qbayrORywId+83MjVmEROG+KjmOyTuzpp6g0RkYb8=","2qbayrORywId+83MjVmEROG+KjmOyTuzpp6g0RkYb8=","","","","11","101","2017-10-17","zh-cn"
"902780404469555200","John","h6AnzpEej3mBy15","","","","0","5","2017-08-30","zh-cn"
"0BSMkZpPxpPyxjBqkBF8eguPvwUwrAotBOSVzR1SwwY=","0BSMkZpPxpPyxjBqkBF8eguPvwUwrAotBOSVzR1SwwY=","0BSMkZpPxpPyxjBqkBF8eguPvwUwrAotBOSVzR1SwwY=","","","","1","29","2017-08-30","zh-cn"
"MAVOfROkybIxhlXKiXCWC8202xu3lyHoJIRqNNYxCv8=","MAVOfROkybIxhlXKiXCWC8202xu3lyHoJIRqNNYxCv8=","MAVOfROkybIxhlXKiXCWC8202xu3lyHoJIRqNNYxCv8=","","","","3","6","2017-08-19","zh-cn"
"1312573764","Milner","Justajioscuah","","","","0","0","2013-03-29","en"
"zGKXuesfHo+nPb6rrSG61fpwFuGLKslqTK6weUoKWTI=","zGKXuesfHo+nPb6rrSG61fpwFuGLKslqTK6weUoKWTI=","zGKXuesfHo+nPb6rrSG61fpwFuGLKslqTK6weUoKWTI=","","","","17","5","2018-07-13","zh-cn"
"Aay5nRHb8QHlobLFqZjxym83hT4I+H8mCfEqHvIxQ=","Aay5nRHb8QHlobLFqZjxym83hT4I+H8mCfEqHvIxQ=","Aay5nRHb8QHlobLFqZjxym83hT4I+H8mCfEqHvIxQ=","","","","4","28","2017-09-23","zh-CN"
"902783097233690624","Francis","J9wpZlPBMT0oEAJ","","","","0","33","2017-08-30","zh-cn"
"GzSZeHoblpWDaclMRu0N9xpMXM1B9svAVklVxNYmis=","GzSZeHoblpWDaclMRu0N9xpMXM1B9svAVklVxNYmis=","GzSZeHoblpWDaclMRu0N9xpMXM1B9svAVklVxNYmis=","","","","6","38","2017-08-30","zh-cn"
"QlJ12FkjXVrU6zpFSEVnMw00o61E4fyTsoGEdZKxIkc=","QlJ12FkjXVrU6zpFSEVnMw00o61E4fyTsoGEdZKxIkc=","QlJ12FkjXVrU6zpFSEVnMw00o61E4fyTsoGEdZKxIkc=","","","","13","898","2017-10-18","zh-CN"
"903061563132616704","不甘平凡的我","buganpinfan7788","","心动不如行动，用我的推文感动你我♥️🌿⚽️👫🔛","","39316","24772","2017-08-31","zh-cn"
"908589031944081408","如果","bagaudinzhigj","","","","43358","102","2017-09-15","zh-cn"
"919811364972929026","moli578moli","moli578moli1","","","","0","0","2017-10-16","zh-cn"
"926229598655991808","黄金叶","carriejackson67","","","","0","0","2017-11-02","zh-cn"
"vWS007fQSNcCF+66Ty1xazu6I5321dEAJPej+bDnE70=","vWS007fQSNcCF+66Ty1xazu6I5321dEAJPej+bDnE70=","vWS007fQSNcCF+66Ty1xazu6I5321dEAJPej+bDnE70=","","","","4","17","2017-08-19","zh-cn"
"157258476","Dannie","dannieoyoy","Austin, TX","dannieoyoy","","13449","35","2010-06-19","zh-cn"
"zcDlNJWj159xjFHX81MpLH1dDx22XM+CiRXgapxr4RU=","zcDlNJWj159xjFHX81MpLH1dDx22XM+CiRXgapxr4RU=","zcDlNJWj159xjFHX81MpLH1dDx22XM+CiRXgapxr4RU=","","","","2","31","2017-08-30","zh-cn"
"1315021404","Harrison","Rashidafqsopaat","","","","0","0","2013-03-29","en"
"ICNhErLamTkisDYBCMwBAiTMOoEz6Xd0+VNDs8+HVc=","ICNhErLamTkisDYBCMwBAiTMOoEz6Xd0+VNDs8+HVc=","ICNhErLamTkisDYBCMwBAiTMOoEz6Xd0+VNDs8+HVc=","","","","4","48","2016-07-07","zh-cn"
"898516286958972928","仁伟","bpIkIM6Mh3WElUP","","","","0","51","2017-08-18","zh-cn"
"189451996","Galisuchse","galisuchse","Manhattan, NY","Beautiful Galisuchse World","","14130","11066","2010-09-11","en"
"754235532482220032","Dodephis","dodephisots","KA","Dodephis","","17434","47","2016-07-16","en"
"USWi80NXWaQ9MGM97wCtGmrnUc8HF0t0h7NAKxIifc=","USWi80NXWaQ9MGM97wCtGmrnUc8HF0t0h7NAKxIifc=","USWi80NXWaQ9MGM97wCtGmrnUc8HF0t0h7NAKxIifc=","","","","1","0","2018-03-26","ru"
"898579353008832514","shuithuy","3s3uwK6QB58inJw","","","","0","29","2017-08-18","zh-cn"
"945849398143074304","孙三三","LFVF7dJGqFkyZ8p","","","","0","17","2017-12-27","en"
"LQV+YJdIxi7pAp7BI7eISH4TYv5hv0d8U5k4DwD0wLs=","LQV+YJdIxi7pAp7BI7eISH4TYv5hv0d8U5k4DwD0wLs=","LQV+YJdIxi7pAp7BI7eISH4TYv5hv0d8U5k4DwD0wLs=","","","","1","25","2017-08-30","zh-cn"
"360353820","BoswinkSyri00","BoswinkSyri00","Georgia, USA","BoswinkSyri00","","22861","3190","2011-08-23","zh-cn"
"898512209294368768","若即目眩","ZJ6ORi1xDe6N9qV","","","","0","27","2017-08-18","zh-cn"
"55548615","Movshelp","windrainnight","CA","True Wisdom Comes From God!","","13344","12751","2009-07-10","en"
"918846211552972800","wumintian","qwtyfgjk","","","","0","0","2017-10-13","zh-cn"
"898583635577761792","yiyi","9Ujr217x2dZcESI","","","","0","26","2017-08-18","zh-cn"
"924393875438997505","利群阳光","sviatoslavbara1","","","","0","0","2017-10-28","zh-cn"
"1071546669626478593","白晶晶","Baxiaoijin","中国","我是白晶晶，我喜欢美颜自拍！","","0","0","2018-12-08","zh-cn"
"918007874537766912","Sharp21Gibbs","Sharp21Gibbs","","","","0","24","2017-10-11","zh-cn"
"918710134095757312","ailsa518","asdrrtt2","","","","0","0","2017-10-13","zh-cn"
"1050023635317022721","执着","v4pY3dA0p77e4ny","","","","0","2","2018-10-10","zh-cn"
"la5CHFJSdydfGvIVN1J5xb4tH5OE0pa8NPwlYwfYSzw=","la5CHFJSdydfGvIVN1J5xb4tH5OE0pa8NPwlYwfYSzw=","la5CHFJSdydfGvIVN1J5xb4tH5OE0pa8NPwlYwfYSzw=","","","","1","38","2017-08-18","zh-cn"
"20dmzHkeBeqIbd52LzEI3DzfWfomWacz1ELFKy4ZeZI=","20dmzHkeBeqIbd52LzEI3DzfWfomWacz1ELFKy4ZeZI=","20dmzHkeBeqIbd52LzEI3DzfWfomWacz1ELFKy4ZeZI=","","","","1","35","2017-08-30","zh-cn"
"78622448","美滋滋","RebeccaBakerx","Miami, FL","RebeccaBakerx","","12608","5229","2009-09-30","zh-cn"
"437btUhN5qjL0MEoKWZn9lkbuZOSkn+SOv89CHd3xo=","437btUhN5qjL0MEoKWZn9lkbuZOSkn+SOv89CHd3xo=","437btUhN5qjL0MEoKWZn9lkbuZOSkn+SOv89CHd3xo=","","","","1","49","2017-10-11","zh-cn"
"902783997138264064","LaoSiJi","3O8i2fjGNZsh3o5","","","","0","44","2017-08-30","zh-cn"
"926722575673233408","aysehakan","aysehakanegeli","Bodrum","aysehakan","","13277","1984","2017-11-04","zh-cn"
"P+p6O2PJ1uYRYwqgFdj69D6HJFcNp+Dr25AGZdcjQq8=","P+p6O2PJ1uYRYwqgFdj69D6HJFcNp+Dr25AGZdcjQq8=","P+p6O2PJ1uYRYwqgFdj69D6HJFcNp+Dr25AGZdcjQq8=","","","","1","0","2016-08-21","es"
"V+mA2ATwpYNV18ZJku4J8eYTpP0+KvYRICBs9Hn2Nw=","V+mA2ATwpYNV18ZJku4J8eYTpP0+KvYRICBs9Hn2Nw=","V+mA2ATwpYNV18ZJku4J8eYTpP0+KvYRICBs9Hn2Nw=","United Arab Emirates","Positive mind setting is very addictive. I follow a mind setting of being positive at all times and at all times I become positive. See how easy is it. @__@","","165","534","2011-12-07","zh-cn"
"4150070595","npriceplz","npriceplz","United States","npriceplz","","16837","79","2015-11-09","zh-cn"
"898580467208912897","王晓","7U1hdb3u5AhKNZa","","","","0","25","2017-08-18","zh-cn"
"902784986792808448","DILL","3rXcqunAXMPRKTC","","","","0","46","2017-08-30","ru"
"Siej0yBSGIDkeNKp8deEr5UbkgMSywz5Z5CzghW9lA=","Siej0yBSGIDkeNKp8deEr5UbkgMSywz5Z5CzghW9lA=","Siej0yBSGIDkeNKp8deEr5UbkgMSywz5Z5CzghW9lA=","Delaware, USA","music","","1","30","2017-11-08","zh-tw"
"1015464752452128775","vradegg","ZWYp0TG8HSv3P46","","","","0","0","2018-07-07","zh-cn"
"Ive56xp0im+QjYIofI3nLCxEX+1mDWvEvlbrnLHAWIQ=","Ive56xp0im+QjYIofI3nLCxEX+1mDWvEvlbrnLHAWIQ=","Ive56xp0im+QjYIofI3nLCxEX+1mDWvEvlbrnLHAWIQ=","","","","3","131","2019-03-18","zh-CN"
"BIlX80mvGs8M3prZrTUjsAAHJFROkApqPtzpEN9Q=","BIlX80mvGs8M3prZrTUjsAAHJFROkApqPtzpEN9Q=","BIlX80mvGs8M3prZrTUjsAAHJFROkApqPtzpEN9Q=","","","","1","42","2017-08-18","zh-cn"
"898578035284357120","球喀麦隆","kjdwzpWSb42VZIo","","","","0","39","2017-08-18","ru"
"eyKYS5B6yb3vaKWkePRYwMXu2bTbEUSZ08j6Ub2Tsig=","eyKYS5B6yb3vaKWkePRYwMXu2bTbEUSZ08j6Ub2Tsig=","eyKYS5B6yb3vaKWkePRYwMXu2bTbEUSZ08j6Ub2Tsig=","","","","1","40","2017-08-30","zh-cn"
"923638243459059712","calmitiper","calmitiper","Los Angeles, CA","calmitiper","","12061","9","2017-10-26","zh-cn"
"p1c0du0pgo2fghgl9JeKcIz+SEd9OHjd+TofTJa4N6k=","p1c0du0pgo2fghgl9JeKcIz+SEd9OHjd+TofTJa4N6k=","p1c0du0pgo2fghgl9JeKcIz+SEd9OHjd+TofTJa4N6k=","","","","7","23","2017-09-21","zh-cn"
"M5IxGVR+mb3QrJJ8LN0GlnKMDSi69j0JvXDaN1M6mF4=","M5IxGVR+mb3QrJJ8LN0GlnKMDSi69j0JvXDaN1M6mF4=","M5IxGVR+mb3QrJJ8LN0GlnKMDSi69j0JvXDaN1M6mF4=","","","","1","41","2017-08-30","zh-cn"
"927921750825930752","Keelby Scholefield","KeelbyScholefi1","","","","0","0","2017-11-07","en"
"920843984053813248","Dpbek41Raheo","Dpbek41Raheo","","其实，岁月对每个人都是公平的。不论是轻狂的，还是温柔的，心应当不急不燥，前行的步伐永不停歇，不受任何世俗的牵绊，心眸间流淌的是明亮与清澈，适时的给心留一份空白，让心迹接近人生的宏伟蓝图，放逐眼界观世界，心灵深处如一池静水，微澜轻漾。","","15757","80","2017-10-19","zh-cn"
"924437707681607680","科比24","aleksan50558645","","","","0","0","2017-10-29","zh-cn"
"3286668632","louriep93c","louriep93c","Illinois, USA","louriep93c","","12979","7670","2015-07-21","zh-cn"
"924256012336533506","街头霸王","ekateri55584212","","","","0","0","2017-10-28","zh-cn"
"1084444722","Basketball","nurlanyc5sr","Reston, VA","alienware","","130077","7698","2013-01-12","en"
"Gsyi7SZcLX1UyshqXXtc01BrnSYbABKlrR9x6EXJpk=","Gsyi7SZcLX1UyshqXXtc01BrnSYbABKlrR9x6EXJpk=","Gsyi7SZcLX1UyshqXXtc01BrnSYbABKlrR9x6EXJpk=","","","","1","39","2017-08-18","ru"
"756312090323877888","艳阳","IgnatovRunar","","","","42042","15","2016-07-22","zh-cn"
"ciPvN5kOEDMoyHmwaUamrfOtjrsiwKp7JfiTX3nkcHQ=","ciPvN5kOEDMoyHmwaUamrfOtjrsiwKp7JfiTX3nkcHQ=","ciPvN5kOEDMoyHmwaUamrfOtjrsiwKp7JfiTX3nkcHQ=","","","","1","44","2017-08-18","zh-cn"
"lzkgKdIBbE4N+M3c2urZboKAOyuyI9JYPZp+ywqehsM=","lzkgKdIBbE4N+M3c2urZboKAOyuyI9JYPZp+ywqehsM=","lzkgKdIBbE4N+M3c2urZboKAOyuyI9JYPZp+ywqehsM=","","","","3","52","2017-08-30","zh-cn"
"s0jpl7kjiz0RtcowNHCWTLWKay++hYUlQAS6zSWJKfI=","s0jpl7kjiz0RtcowNHCWTLWKay++hYUlQAS6zSWJKfI=","s0jpl7kjiz0RtcowNHCWTLWKay++hYUlQAS6zSWJKfI=","","","","1","33","2017-09-13","zh-cn"
"1225238233","Modesta Pickel","PickelrzrModest","","","","0","0","2013-02-27","en"
"533748701","24hcloud","24hcloud","Jakarta","Create Website Less Than 24 Hours","http://t.co/OaNAuZ5Vq1","18662","569","2012-03-23","en"
"921018295108616192","weixiao","weixiao80107054","","","","0","0","2017-10-19","zh-cn"
"14797528","乘风破浪","ilmirachehen","Los Angeles, TX","I can do it!","","17076","21739","2008-05-16","zh-tw"
"926054110486564870","Анюта Петина","3WRPkL9N8o3hs8R","","","","0","47","2017-11-02","ru"
"5e13KALDB1D2hPEOmOde9WVp5yqgJfWIESdqxQXc6m4=","5e13KALDB1D2hPEOmOde9WVp5yqgJfWIESdqxQXc6m4=","5e13KALDB1D2hPEOmOde9WVp5yqgJfWIESdqxQXc6m4=","","","","2","38","2017-08-19","zh-cn"
"8qvUMMXFDMVTJI99lo2730btCwzSe5Ywt5dlz6jCYhg=","8qvUMMXFDMVTJI99lo2730btCwzSe5Ywt5dlz6jCYhg=","8qvUMMXFDMVTJI99lo2730btCwzSe5Ywt5dlz6jCYhg=","Japan","","","311","97","2018-07-13","en"
"41058100","正义之锤","rebuddco","US","手握正义之锤砸世间之不公，灭郭骗文贵之流。","","13235","11857","2009-05-19","en"
"1015564751508656128","剑鞘","cccsaber","United Kingdom","100% follow back","https://t.co/ig3PK1JEEC","11625","10563","2018-07-07","zh-cn"
"898582324417318912","李娜","BPEZ6vYhXYdVbNL","","","","0","25","2017-08-18","zh-cn"
"902785416096514048","vida","Rablpt3mrP0dLtg","","","","0","41","2017-08-30","zh-cn"
"1314029484","Hosmer","Pamellarxtqrusz","","","","0","0","2013-03-29","en"
"yBASA80W0uLbb5O8p87m6sK+HauWaEO5DDHiSNWpM=","yBASA80W0uLbb5O8p87m6sK+HauWaEO5DDHiSNWpM=","yBASA80W0uLbb5O8p87m6sK+HauWaEO5DDHiSNWpM=","月球","","","36","82","2017-08-19","zh-cn"
